Abstract,Category
"Our relationship with the colonic bacterial flora has long been viewed as benign, but recent studies suggest that this symbiosis has risks as well as benefits. This relationship requires that the host not only provide a supportive environment for the symbiotic bacteria, but also actively maintain intact mechanisms for properly managing the physiologic stresses that are closely associated with the symbiont's essential survival functions. Failure to do so breaches the host-symbiont contract, and can result in serious effects on the health of the host. Recent investigations that employ several knockout mouse models reveal the consequences of genetic deficiency in the host regarding these mechanisms, and the latent, pro-inflammatory, tumorigenic nature of normal bacterial flora. Further study of the interactions between normal bacterial flora and hosts could shed light on the etiologies and pathogenesis of inflammatory diseases and related cancers, with implications for human health.",Colon_Cancer
"Techniques enabling detection of early colon cancer already exist, but to be more productive in terms of improving survival they must be applied in a meaningful sequence and repeated regularly in high-risk patients. Positive findings in specific screening steps based on well-known risk factors in colon cancer always call for aggressive follow-up. The advantages and disadvantages of the various techniques are discussed.",Colon_Cancer
"The purpose of this research is to identify how data science is applied in suicide prevention literature, describe the current landscape of this literature and highlight areas where data science may be useful for future injury prevention research.",Generic
"BCNU, CCNU, and methyl-CCNU have undergone extensive trial in multiple drug combinations for bronchogenic carcinoma. The addition of a nitrosourea appears to be an improvement over cyclophosphamide used alone in oat cell carcinoma and over the two drug combination of cyclophosphamide and methotrexate in both adenocarcinoma of the lung and oat cell disease. Encouraging response rates have been seen in squamous lung cancer with multiple-drug combinations of a nitrosourea, an alkylating agent, vincristine, and bleomycin with or without adriamycin. The nitrosoureas have been easily incorporated, at reduced doses, into multiple-drug regimens with cumulative myelosuppression seen only when the interval between nitrosourea doses is less than 6 weeks. Conclusions about the ultimate role of these compounds in lunb cancer treatment must await (a) comparative trials of combinations with and without a nitrosourea, and (b) further exploration of new approaches to increase their therapeutic index.",Lung_Cancer
"In the past few years there have been major changes in the treatment landscape in oncology; lung cancer is affected by those changes like almost no other solid tumor. The rise of further second- and third-line tyrosine kinase inhibitors offers sequential therapy for patients with mutated non-small-cell lung cancer. Immunotherapy has found its way into clinical routine and presents us with new challenges in managing side effects, evaluating treatment response and deciding on how long we treat our patients. The treatment algorithm of lung cancer has changed in the last month and further practice-changing trials are coming up, so treating lung cancer patients shows nowadays a more challenging perspective with the possibility of subsequently applied individual therapies. This article provides a brief overview of the highlights presented at the ASCO (American Society of Clinical Oncology) annual meeting this year in Chicago.",Lung_Cancer
"Lung cancer has now surpassed breast cancer as the leading cause of cancer deaths in American women. In 1986, 49,000 women were diagnosed as having lung cancer; only 16 percent of them will survive 5 years or more. Cigarette smoking is unquestionably the leading contributing factor. Large numbers of women took up cigarette smoking during and after World War II. The grim aftermath has taken 20 years to surface--between 1950 and 1985, lung cancer deaths in women increased 500 percent. Even worse, statistics to the end of this century will show no improvement because of the large number of teenage girls and young women now smoking. Unfortunately, efforts at early diagnosis have usually been ineffective. By the time a chest X-ray reveals an abnormality, the patient is usually incurable. Surgery is currently the primary treatment, but is applicable only to those few women in whom the cancer has not spread and who are otherwise acceptable surgical candidates. Scientists are studying chemotherapy and immunotherapy for treatment, as well as exploring the possible preventive effects of various vitamins and minerals. The results of these latter studies will not be available for many years. It is estimated that people who stop smoking must allow 15 years for their risk to return to that of nonsmokers, but if every American woman gave up smoking today, by 2017 lung cancer in women might once again be a medical rarity.",Lung_Cancer
Laparoscopic technologies have been used for the treatment of 184 patients with cancer of colon. Use of electrosurgical and suturing mechanical devices with linear and circular sutures is the essential part of laparoscopic and laparoscopy-assisted operations. Laparoscopic lymphadenectomy at patients with cancer of colon permits to perform required radical surgery that guarantees positive short- and long-term results of treatment.,Colon_Cancer
"An experience with 371 mediastinoscopies in lung cancer patients is analysed. The enlargement of intrathoracic lymph nodes revealed roentgenologically or bronchoscopically is considered by the authors to be the basic indication to mediastinoscopy. Among 270 such patients the positive result of mediastinoscopy was noted in 128 (47.3%). Among the remaining 101 patients, in whom none of the methods concerned revealed lymph nodes enlargement, the positive results of mediastinoscopy were noted only in 3 (2.97%).",Lung_Cancer
"Defects in DNA-repair pathways lead to an accumulation of mutations in genomic DNA that result from non-repair or mis-repair of modifications introduced into the DNA by endogenous or exogenous agents or by the malfunction of DNA metabolic pathways. Until recently, only two repair pathways, postreplicative mismatch repair and nucleotide excision repair, have been linked to cancer in mammals, but these have been joined in recent months also by the damage-reversal and base-excision-repair processes, which have been shown to be inactivated, either through mutation or epigenetically, in human cancer.",Colon_Cancer
"Cancer of the thyroid is a rare malignant tumour in all parts of the world. The diagnosis is established by the clinical findings, thyroid scan, ultrasound, needle biopsy cytology. Solitary, solid tumours on ultrasound and scan have an increased risk of cancer, especially if these lesions show a further tendency to increase in size, despite sufficient suppressive treatment with thyroxine. In these cases the risk of cancer is more pronounced in nonendemic areas in men, in recurrent goitres, patients with a history of radiation of the neck during childhood, and with solitary lumps under 20 years and over 60 years of age. The surgical treatment includes lobectomy on the involved side and subtotal resection of the opposite lobe. Total thyroidectomy is generally used only for medullary carcinoma. In the future, a more selective surgical approach seems to be justified in thyroid cancer because of its varying malignancy. Close cooperation between the surgeon, the pathologist, the radiologist and the endocrinologist is essential in such circumstances. The prognosis of thyroid cancer is influenced by the histological type, the stage of the tumour, and the age of the patient. The prognosis is excellent in tumours limited to the thyroid gland and in those of papillary type or follicular type with little vascular invasion. Undifferentiated tumours always have a bad prognosis.",Thyroid_Cancer
"The incidence of lung cancer is increasing in Japan and it is important to know whether a patient has a history of primary smoking/second-hand smoking because smoking is the main cause of lung cancer. Lung cancer is often found on chest roentgenography. In order to determine the strategy of the treatment, the stage of the disease can be studied by the examinations of morphology(chest computed tomography), pathology(biopsy under bronchoscopy) and biochemistry(tumor markers and genetic analysis). Most lung cancers are detected in the advanced stage with metastasis. Performance status should be useful for the estimation of the prognosis of patients. In the symposium, we reported two of our clinical cases, in which urinary deoxypyridinoline, a bone absorption marker, facilitated the discovery of the bone metastasis of lung cancers with negative bone scans. We were requested to verify the early diagnosis of lung cancers with a collection of data on morphology, pathology and biochemistry.",Lung_Cancer
"Colon cancer is one of the leading tumours in the world and it is considered among the big killers, together with lung, prostate and breast cancer. In the recent years very important advances occurred in the field of treatment of this frequent disease: adjuvant chemotherapy was demonstrated to be effective, chiefly in stage III patients, and surgery was optimized in order to achieve the best results with a low morbidity. Several new target-oriented drugs are under evaluation and some of them (cetuximab and bevacizumab) have already exhibited a good activity/efficacy, mainly in combination with chemotherapy. The development of updated recommendations for the best management of these patients is crucial in order to obtain the best results, not only in clinical research but also in every-day practice. This report summarizes the most important achievements in this field and provides the readers useful suggestions for their professional practice.",Colon_Cancer
"The prognosis for patients with cancer of the colon is dubious. An intendedly curative colon resection is performed in two-thirds of these patients, but half of them will subsequently die from metastatic disease. Randomized trials of adjuvant therapy with fluorouracil in combination with levamisole or leucovorin have shown significant benefit in terms of increased disease-free survival and overall survival. In 1990 adjuvant treatment was recommended as routine therapy in high risk patients in USA. A number of European countries are routinely treating high risk patients with Dukes' C coloncarcinoma. The recommendations are based on results from several cooperative trials reviewed in this article. Treatment related toxicity accelerates with increasing age but was acceptable in the reviewed trials. Adjuvant therapy is widely accepted as an important supplement to surgery in high risk patients. A Conference on the results and experiences now available should take place in the near future in order to establish a national consensus on adjuvant chemotherapy in Denmark. Patients with resected Dukes' C coloncarcinoma should receive adjuvant chemotherapy including 5-fluorouracil and leucovorin. Randomized trials are needed to establish the most effective regimens but ""no-treatment"" controls are no longer ethically acceptable.",Colon_Cancer
"In contrast to other tumour types inhibitors of PD-1/-L1 or CTLA 4 have not yet shown relevant efficacy in unselected colorectal cancer. Based on the high mutational burden, deficient mismatch repair (dMMR) or microsatellite instable (MSI-H) tumours are yet the only subgroup, which is amenable to checkpoint inhibition. These tumours show relevant and durable responses in the refractory setting by PD-1/-L1 +/- CTLA 4 inhibition. Thus, ongoing phase 3 trials in this subgroup evaluate immunotherapy in the adjuvant setting as well as in the first line metastatic setting with or without chemotherapy. For the by far larger subgroup of non-dMMR/MSI-H patients (95% in the metastatic setting) combination regimen are urgently required, either with chemotherapy and/or molecular targeting drugs, local ablative treatments or other immunotherapeutic agents (e.g. CEA-TCB).",Colon_Cancer
"Epidemiologic studies of the relationship of diet to cancer etiology are hampered by methodologic difficulties which can be overcome by careful trial design. The use of appropriate dietary assessment instruments is necessary to minimize bias and improve accuracy of diet assessment. Population studies implicate dietary fat intake in the etiology of colorectal carcinogenesis, and the incidence of colorectal malignancies around the world is positively correlated with meat and fat consumption and total calorie intake. Retrospective studies of fat intake yield equivocal results, whereas prospective studies have failed to show a relationship between fat intake and colon cancer risk. An inverse relationship exists between fiber consumption and colorectal cancer incidence and mortality rates. The positive observational studies are supported by laboratory studies of experimental carcinogenesis which show a greater number of tumors in animals fed high-fat or high-calorie diets. Increased fiber intake appears to offer some protection against colorectal cancer. Plausible mechanisms have been proposed in animals for the role of fat and fiber in colorectal carcinogenesis; the mechanisms in human populations await further description. The interrelationships between fat consumption and consumption of dietary fiber and micronutrients have made it difficult to assess the roles of these substances in the etiology of colorectal cancer. Calcium offers protection in animal systems, and the data in humans are suggestive but not yet conclusive. Data on the role of alcohol in colorectal carcinogenesis remain inconclusive. Little evidence exists for a protective effect of retinoids and carotenoids; the evidence for selenium and vitamin C is limited and evolving.",Colon_Cancer
"Medullary thyroid carcinoma with distant metastases is generally incurable, with 20% overall survival at 10 years. The treatment goal is palliative. Chemotherapy has a limited role, with low response rates and high toxicities with the different regimens. Here, we report the case of 64-year-old man with metastatic medullary thyroid carcinoma in progression after primary treatment with cisplatin-doxorubicin. The patient received capecitabine 2000 mg/m total per day x 14 days followed by 1-week rest. He received 41 cycles, and presented prolonged and objective tumor response (30 months), without any toxicity.",Thyroid_Cancer
"Two thousand and three was a particularly dense year for publications and communications on therapy for colon cancer summarizing the real advance performed in this field. The last ten years allowed a rapid evolution for colon chemotherapy with a switch from 5-FU modulated by leucovorin to poly-chemotherapy (fluoropyrimidines with oxaliplatin or irinotecan) integrated into therapeutic strategies, where surgery had a place more and more important in metastatic patients. In correlation with these advances, median survival of patient with metastatic colorectal cancer is between 17 and 22 months. Targeted therapeutics with monoclonal antibody such as EGF inhibitors (cetuximab) or VEGF inhibitors (bevacizumab) had for the first time demonstrated efficacy with encouraging results in randomised trials. In adjuvant situation, LV5FU2 is less toxic than monthly FUFOL and no statistically significant difference could be detected in disease-free or overall survival between the two schedules. Oxaliplatin combined with 5 fluorouracil and leucovorin (FOLFOX4) is the first combination to demonstrate significant superiority over 5 fluorouracil and leucovorin in adjuvant treatment of colorectal cancer. Fluorouracil-based adjuvant chemotherapy benefited to patients with stage II or III colon cancer with microsatellite-stable tumours or tumour exhibiting low-frequency microsatellite instability but may be not those with tumours exhibiting high-frequency microsatellite instability (MSI). These data need to be confirmed by prospective studies before changing our therapeutic references. The number of lymph nodes analyzed for colon cancer staging is itself a prognostic variable on outcome. Laparoscopic surgery of colon cancer is demonstrated as a feasible and safe procedure. Shrinkage of tumours after administration of preoperative chemotherapy and availability of ablative techniques (radiofrequency and cryotherapy) now allow to treat with curative intent metastases initially considered as non-resectable.",Colon_Cancer
"Multipotent mesenchymal stem cells (MSCs) have been isolated from several tumors and are implicated to play critical roles to increase malignant cell growth, invasion and metastasis. Here, we show that the MSC-like cells were isolated from human colon cancer tissues. These isolated hCC-MSCs (human colon cancer-derived mesenchymal stem cells) shared similar characteristic features with bone marrow-derived MSCs, which include cell morphology, surface antigens and specific gene expression. Additionally, the hCC-MSCs could differentiate into osteocytes or adipocytes under appropriate culture conditions. The conditioned medium collected from the cultured hCC-MSCs was shown to enhance the migration and invasive activity of HCT-116 colon cancer cells in vitro. Besides, transplantation of HCT-116 cells along with hCC-MSCs in nude mice increased the tumor growth and metastasis. Further study revealed that IL-6 present in the hCC-MSC-conditioned medium sufficiently induced the levels of Notch-1 and CD44 in HCT-116 and HT-29 cells, which contribute to enhance tumorigenic activity of HCT-116 and HT-29 cells. By using immunohistochemical staining, the intense co-expression of IL-6, Notch-1 and CD44 was predominantly detected in human colon cancer tissues. Taken together, our findings suggest the importance of the IL-6/Notch-1/CD44 signaling axis in the interaction between hCC-MSCs and colon cancer cells.",Colon_Cancer
"Radioiodine [RAI]-resistant advanced and progressive differentiated thyroid cancer [DTC], although rare, constitutes a real challenge as its prognosis is poor and available therapeutic options, until now, have been limited. Discovery of a crucial role of distinct tyrosine kinases in DTC pathogenesis opened up new options in systemic treatment. Lenvatinib is an oral potent multi kinase inhibitor [MKI] of different growth factor receptors including VEGFR1/Flt-1, VEGFR2/KDR, VEGFR3, FGFR1,2,3,4, PDGFR- as well as RET and KIT signaling networks. Its activity against RAI-refractory DTC was demonstrated in clinical studies fulfilling evidence-based medicine [EBM] criteria. The drug showed acceptable tolerance and manageable toxicity.",Thyroid_Cancer
"A total of 14 patients had hyperthyroidism coexisting with thyroid malignancy. Twelve patients had papillary cancer, 1 follicular cancer and 1 anaplastic cancer. Patients with Graves' disease had a low rate of associated malignancy 1.5% (10/674) and toxic nodular goiter had an incidence of 3.1% (4/27). Subtotal thyroidectomy was performed in 11 patients, total thyroidectomy in 2 and biopsy only in 1. Two of the subtotal thyroidectomy groups had to be operated on again due to their size being over 1 cm. In the follow-up period, only one patient died of anaplastic cancer in the second month. One patient who had multiple foci of the papillary cancer had local recurrence and lymph node metastasis 27 months later, and needed another radical neck dissection. All the other 12 patients were doing well without cancer recurrence. In conclusion, hyperthyroidism may have a malignancy of 1.75% (14/801). Subtotal thyroidectomy is adequate for occult cancer. Those patients with multiple foci, cancer size over 1 cm and capsule invasion should have a second operation with total thyroidectomy.",Thyroid_Cancer
"Recent advances in the understanding of the biological basis for thyroid cancer have identified molecular changes in thyroid cancer cells. These changes form the basis for targeted therapies, which have been investigated with some success in patients with advanced, inoperable thyroid cancers and are the subject of this review.",Thyroid_Cancer
"The fundamental biological importance and complexity of allosterically regulated proteins stem from their central role in signal transduction and cellular processes. Recently, machine-learning approaches have been developed and actively deployed to facilitate theoretical and experimental studies of protein dynamics and allosteric mechanisms. In this review, we survey recent developments in applications of machine-learning methods for studies of allosteric mechanisms, prediction of allosteric effects and allostery-related physicochemical properties, and allosteric protein engineering. We also review the applications of machine-learning strategies for characterization of allosteric mechanisms and drug design targeting SARS-CoV-2. Continuous development and task-specific adaptation of machine-learning methods for protein allosteric mechanisms will have an increasingly important role in bridging a wide spectrum of data-intensive experimental and theoretical technologies.",Generic
Chronic ulcerative colitis is an idiopathic inflammatory disease of the colon associated with an increased incidence of colorectal cancer. Colonoscopy with biopsy for mucosal dysplasia (precancer) can identify individuals with ulcerative colitis who are at increased risk for colorectal cancer. Identification of high-risk individuals can be used to guide clinical decisions regarding the timing and appropriateness of prophylactic colectomy.,Colon_Cancer
"Mutations in KRAS are among the most frequent aberrations in cancer, including colon cancer. KRAS direct targeting is daunting due to KRAS protein resistance to small molecule inhibition. Moreover, its elevated affinity to cellular guanosine triphosphate (GTP) has made the design of specific drugs challenging. Indeed, KRAS was considered 'undruggable'. KRASG12C is the most commonly mutated variant of KRAS in non-small cell lung cancer. Currently, the achievements obtained with covalent inhibitors of this variant have given the possibility to assess the best therapeutic approach to KRAS-driven tumors. Mutation-related biochemical assets and the tissue of origin are expected to influence responses to treatment. Further attempts to obtain mutant-specific KRAS (KRASG12C) switch-II covalent inhibitors are ongoing and the results are promising. Drugs targeted to block KRAS effector pathways could be combined with direct KRAS inhibitors, immunotherapy or T cell-targeting approaches in KRAS-mutant tumors. The development of valuable combination regimens will be essential against potential mechanisms of resistance that may arise during treatment.",Colon_Cancer
"Lung cancer is the leading cause of cancer-related mortality. Since tobacco smoking is the cause in vast majority of cases, the incidence of lung cancer is expected to rise in those countries with high or rising incidence of tobacco smoking. Even though populations at risk of developing lung cancer are easily identified, mass screening for lung cancer is not supported by currently available evidence. In the case of non-small cell lung cancer, a cure may be possible with surgical resection followed by post-operative chemotherapy in those diagnosed at an early stage. A small minority of patients who present with locally advanced disease may also benefit from pre-operative chemotherapy and/or radiation therapy to down stage the tumor to render it potentially operable. In a vast majority of patients, however, lung cancer presents at an advanced stage and a cure is not possible with currently available therapeutic strategies. Similarly, small cell lung cancer confined to one hemi-thorax may be curable with a combination of chemotherapy and thoracic irradiation followed by prophylactic cranial irradiation, if complete remission is achieved at the primary site. Small cell lung cancer that is spread beyond the confines of one hemi-thorax is, however, considered incurable. In this era of molecular targeted therapies, new agents are constantly undergoing pre-clinical and clinical testing with the aim of targeting the molecular pathways thought be involved in etiology and pathogenesis of lung cancer.",Lung_Cancer
"The role of wedge resection in lung cancer is reviewed. In the past century, many reports appeared dealing with limited resection for lung cancer, and it is clear that wedge resection should be performed in patients who are considered at high risk for not tolerating lobectomy; still there is no prospective or even retrospective study on wedge resection carried out in candidates for lobectomy. In recent years, progress in imaging diagnostic technology using high-resolution computed tomography has increased the opportunity to diagnose early adenocarcinoma presenting as small ground-glass opacity (GGO) which could not be detected on chest radiographs. Some patients with GGO may become candidates for wedge resection in this century, if additional favorable data result from prospective studies relevant to imaging diagnosis, pathology, and prognosis.",Lung_Cancer
"Science Robotics welcomes papers demonstrating technical and scientific advances, with potential for influence beyond robotics.",Generic
"The basic nature of cancer includes unlimited growth, invasion, and metastasis. The TNM staging system is very simple and popular. It indicates the degree of the anatomical spread of the disease but does not include tumor growth. Collins reported that human tumors grow exponentially, which can be expressed in doubling time.",Thyroid_Cancer
Colon carcinoma is leading cause of death in oncology. The precise staging in colon carcinoma by finding micrometastases is extremely difficult task using routine methods. By discovering and assessing the sentinel nodes we could determine more precisely the lymph status of the patient. The basic methods for intraoperative marking of sentinel nodes are based on using of dyes and radionuclides.,Colon_Cancer
"Prior attempts to screen for lung cancer using chest radiography and sputum cytology have proved unsuccessful. Recent reports have investigated the role of spiral CT in early lung cancer detection and have suggested that screening would be of value. Prior to the introduction of a national lung cancer screening programme, it would be essential to demonstrate that this would reduce mortality and would be cost effective.",Lung_Cancer
"The Edinburgh Lung Cancer Group registered 3070 new patients with lung cancer in the five years 1981-5 from a catchment population of 950,000. After review only 74 (2%) were classified as lifelong non-smokers. They differed significantly from the 2996 smokers with lung cancer in that far more were female (77% v 26%) and their mean age was higher (75.4 v 68.0 years). More were in the worst Karnofsky performance categories and fewer patients underwent surgery. The stages of disease were similarly distributed in the two groups and the five year survival was equally poor (5%). Histological cell type was determined in 59 of the 74 patients. All histological cell types were present. More non-smokers had adenocarcinoma than smokers (42% v 13%) and fewer had squamous cell carcinoma (32% v 49%) or small cell carcinoma (15% v 24%). Lung cancer in lifelong non-smokers is uncommon and the diagnosis should therefore always be questioned.",Lung_Cancer
"Increasingly, basic research is being translated into clinical benefits for patients. Recent studies have shed more light on the clinical use of targeted therapies such as tyrosine kinase and angiogenesis inhibitors, and predictive factors for their clinical benefit and their role in different clinical settings are now being elucidated. New insights into the basic biology of lung cancer hold translational promise in risk assessment, early detection, molecular staging, treatment response prediction and novel therapies. New targeted agents directed at apoptotic and developmental pathways have the potential to exploit newly discovered vulnerabilities in the basic machinery of cancer. In addition, exploration of the cancer stem cell phenomenon in lung cancer may generate new approaches to prevent recurrence in surgically respectable lung cancer, and for the long-term control of extensive disease. Molecular profiling may also allow for highly individualized prognostic, predictive and therapeutic treatment plans tailored for each patient based on the molecular diagnostic profile of their tumour. Advances in genetic susceptibility, early detection and individualized therapy based on each tumour's unique biological properties all hold promise for the future management of lung cancer.",Lung_Cancer
"Since flavonoids fused by benzene have been known for their potent chemopreventive effects, in this study, we examined the relationship between the structures and activities of benzoflavones, benzoflavanones, benzochalcones, and benzochalcone derivatives bearing the pyrazole moiety against human colon cancer cells.",Colon_Cancer
"Familial nonmedullary thyroid cancer is more aggressive than sporadic nonmedullary thyroid cancer. It tends to affect younger patients, and the tumors are often multi-focal and bilateral. Histologically, 90% of these tumors are papillary cancers and the remaining are H rthle cell cancers. We recommend total thyroidectomy to remove all the thyroid tissue, which harbors the genetic defect responsible for the disease (even in low-risk patients) due to the predisposition to develop thyroid cancer and the more aggressive nature of the disease. Careful exploration of the ipsilateral lymph nodes with ipsilateral central neck dissection is encouraged to decrease a high recurrence rate (44%). A complete modified radical neck dissection should be limited to a therapeutic role because there is no clear evidence that this procedure carries any survival benefit. We also recommend that patients receive radioactive iodine ablation post-operatively, including a prophylactic dose (30 mCi) for patients with no evidence of residual uptake on the postoperative iodine 131 whole body scan and in low-risk patients using any of the prognostic scoring systems. Patients should be placed on enough thyroid hormone to suppress thyroid-stimulating hormone (TSH) to approximately 0.1 mL/mL in low-risk patients and to less than 0.1 mL/mL in high-risk patients. Focal metastatic disease in patients with familial nonmedullary thyroid cancer is best dealt with by surgical excision followed by radioactive iodine ablation when appropriate. Redifferentiation therapy has a promising role in patients who have radioactive iodine-resistant tumors. The value of prevention, early detection, and targeted gene therapy once the gene or genes responsible for familial non-medullary thyroid cancer have been identified cannot be overemphasized.",Thyroid_Cancer
"In the era of big data, transformation of biomedical big data into valuable knowledge has been one of the most important challenges in bioinformatics. Deep learning has advanced rapidly since the early 2000s and now demonstrates state-of-the-art performance in various fields. Accordingly, application of deep learning in bioinformatics to gain insight from data has been emphasized in both academia and industry. Here, we review deep learning in bioinformatics, presenting examples of current research. To provide a useful and comprehensive perspective, we categorize research both by the bioinformatics domain (i.e. omics, biomedical imaging, biomedical signal processing) and deep learning architecture (i.e. deep neural networks, convolutional neural networks, recurrent neural networks, emergent architectures) and present brief descriptions of each study. Additionally, we discuss theoretical and practical issues of deep learning in bioinformatics and suggest future research directions. We believe that this review will provide valuable insights and serve as a starting point for researchers to apply deep learning approaches in their bioinformatics studies.",Generic
"The aim of this study was to examine our lung cancer patients, particularly their smoking habits and survival rates.",Lung_Cancer
"The clinical, immunological, and immunoistochemical features of 10 thyroid cancers associated with intra and extra tumoral thyroiditis are described. These cases have been obtained from a review of 806 thyroidectomies. A proper distinction of the described pathology from the immunological and histological point of view, is emphasized, especially if compared with the prognosis of other thyroid cancers.",Thyroid_Cancer
"Gene amplified in esophageal cancer 1 (GAEC1) expression and copy number changes are frequently associated with the pathogenesis of colorectal carcinomas. The current study aimed to identify the pathway and its transcriptional factors with which GAEC1 interacts within colorectal cancer, to gain a better understanding of the mechanics by which this gene exercises its effect on colorectal cancer. Two colonic adenocarcinoma cell lines (SW48 and SW480) and a nonneoplastic colon epithelial cell line (FHC) were transfected with GAEC1 to assess the oncogenic potential of GAEC1 overexpression. Multiple in vitro assays, including cell proliferation, wound healing, clonogenic, apoptosis, cell cycle, and extracellular flux, were performed. Western blot analysis was performed to identify potential gene-interaction partners of GAEC1 in vitro. Results showed that the overexpression of GAEC1 significantly increased cell proliferation, migration, and clonogenic potential ( P < 0.05) of colonic adenocarcinoma. Furthermore, GAEC1 portrayed its ability to influence mitochondrial respiration changes. The observations were in tandem with a significant increase in the expression of phosphorylated protein kinase B, forkhead box O3, and matrix metallopeptidase 9. Thus, GAEC1 has a role in regulating gene pathways, potentially in the Akt pathway. This could help in developing targeted therapies in the future.",Colon_Cancer
"Lung cancer is the leading cause of cancer death in the United States. More than 80% of these deaths are attributed to tobacco use, and primary prevention can effectively reduce the cancer burden. The National Lung Screening Trial showed that low-dose computed tomography (LDCT) screening could reduce lung cancer mortality in high-risk patients by 20% compared with chest radiography. The US Preventive Services Task Force recommends annual LDCT screening for persons aged 55 to 80 years with a 30-pack-year smoking history, either currently smoking or having quit within 15 years.",Lung_Cancer
"Two monoclonal antibodies with anti-human tumour reactivity were produced by murine hybridomas. One, 791T/36, is an IgG2b which was raised against a cultured human osteogenic sarcoma cell line, 791T. This antibody reacts with a high proportion of osteogenic sarcomas, and also with other tumour types. It has been used successfully as a tumour localising antibody in vivo and a targeting agent in vitro. The other antibody, C14/1/46, was raised against a human colonic adenoma. An IgM antibody, it reacts with most colorectal carcinoma cells but only with a small subpopulation of cells within the normal mucosa. It has been shown to recognise a difucosylated Type-2 blood-group chain, which has raised expression in colorectal carcinoma tissue.",Colon_Cancer
"Evidence emerging from many different types of experimental designs continues to support the concept that dietary habits and nutritional status play important roles in determining the risk of colorectal cancer. This field of investigation is nevertheless very confusing, particularly because longstanding hypotheses, such as the presumed protective effects of fruits, vegetables, and fiber, have recently been challenged by well-designed prospective trials. The search for individual components in the diet that convey protection continues: calcium, folate, selenium, and omega-3 fatty acids are the leading candidates in this regard. There is also growing interest in other plant-based compounds, so-called phytochemicals, although our understanding of their effects is quite rudimentary at present. Although the inconsistencies in this field make it tempting to minimize its import, there is little question that diet has a major impact on colorectal cancer risk; diligent attention to the rigorous conduct of studies and their interpretation will likely clarify these relationships over the next decade, much to the benefit of public health.",Colon_Cancer
"Colon cancer is one of the major causes of cancer deaths worldwide. Even after surgical resection and aggressive chemotherapy, 50% of colorectal carcinoma patients develop recurrent disease. Thus, the rationale of developing new therapeutic approaches to improve the current chemotherapeutic regimen would be highly recommended. There are reports on the effectiveness of combination chemotherapy in colon cancer and it has been practiced in clinics for long time. These approaches are associated with toxic side effects. Later, the drug delivery research had shown the potential of nanoencapsulation techniques and active targeting as an effective method to improve the effectiveness of chemotherapy with less toxicity. This current focus article provides a brief analysis of the ongoing research in the colon cancer area using the combinatorial nanomedicines and its outcome.",Colon_Cancer
The double innervation of the thyroid comes from the sympathetic and parasympathetic nervous system. Injury rates during surgery are at 30% but can be minimized by upwardly preparing the thyroid vessels at the level of thyroid capsule. Several factors have been accused of increasing the risk of injury including age and tumor size. Our aim was to investigate of there is indeed any possible correlations between these factors and a possible increase in injury rates following thyroidectomy. Seven studies were included in the meta-analysis. Statistical correlation was observed for a positive relationship between injury of the sympathetic nerve and thyroid malignancy surgery (p 2 = 74%) No statistical correlations were observed for a negative or positive relationship between injury of the sympathetic nerve and tumor size. There was also no statistically significant value observed for the correlation of the patients' age with the risk of sympathetic nerve injury (p = 0.388). Lack of significant correlation reported could be due to the small number of studies and great heterogeneity between them.,Thyroid_Cancer
"We report herein a rare case of massive pleural effusion caused by papillary thyroid cancer, which was accompanied by multiple pulmonary metastasis. A 91-year-old male patient presented with shortness of breath due to massive right pleural fluid. Cytological specimens, which were obtained from pleural fluid by thoracentesis, and was consistent with that observed in surgically resected thyroid cancer 6-year previously. Immunocytochemical staining of the cells was positive for cytokeratin (CK)-7, CK-19, and positive for thyroglobulin. Massive pleural fluid due to a metastatic from papillary thyroid cancer is very rare but may develop in long-term survivors with this disease as observed in this case.",Thyroid_Cancer
Thyroid cancer accounts for just under 1 per cent of malignant disease. The prognosis varies from excellent with papillary carcinoma in young people to very poor in anaplastic carcinoma in the elderly. Modified rather than radical dissection of lymph nodes is indicated with well-differentiated tumours. The level of calcitonin in the blood is a sensitive marker for medullary carcinoma occurring either as sporadic or familial disease. The outcome of management in 7 patients with medullary carcinoma indicates that the prognosis is variable and that thyroidectomy is effective treatment.,Thyroid_Cancer
"Thyroid cancer is the most frequent endocrine neoplasm in the general population. Its incidence is 5-10/100,000 per year, with an annual death rate of 0.2-1.2/100,000 in men and 0.4-2.8/100,000 in women. In thalassaemia patients the frequency of this disease is unknown. In this paper we describe five cases of papillary thyroid cancer in thalassaemia patients followed at the Day Hospital for Thalassaemia and Haemoglobinopathies, in Ferrara, Italy. We consider the possible key role of iron as a carcinogenic agent and we also discuss the practical implications of our clinical observations.",Thyroid_Cancer
